id,title,aliases,artistId,year,year_min,year_max,medium,movement,era,blurb,,
work_pyramid_of_skulls,骸骨のピラミッド,Pyramid of Skulls,artist_paul_cezanne,,1901,1901,painting,post_impressionism,modern_early_20c,頭蓋骨の重なりで死の静けさを描き、静物を哲学へ変えた。明るい色でも空気は重く、視線が逃げない。,,
work_kanbara_evening_snow,蒲原 夜之雪,Kanbara: Evening Snow,artist_utagawa_hiroshige,,1833,1834,printmaking,ukiyo_e,modern_19c,雪に沈む宿場の静けさを、限られた色で描き切った。寒さの手触りが画面に漂い、音が消える瞬間の感覚が残る。,,
work_the_hay_wain_rubens,干し草の荷車,The Hay Wain,artist_peter_paul_rubens,1638,,,oil_painting,,baroque,田園の営みを豊穣の光で包み、自然を生命力として賛美した。動物と人の動きが絡み、風景が呼吸する。,,
work_virgin_of_the_rocks,岩窟の聖母,Virgin of the Rocks|Madonna of the Rocks,artist_leonardo_da_vinci,,1483,1486,painting,,renaissance,洞窟の闇と柔らかな光の中で聖母子を配置し、自然と神秘を一体化させた。空気の湿り気まで感じる遠近が、物語を現実へ引き寄せる。,,
work_praying_hands,祈る手,Praying Hands,artist_albrecht_durer,1508,,,drawing,,renaissance,手だけで祈りの集中と疲労を表し、身体の一部を精神の象徴にした。静かな線が、強い敬虔さを生む。,,
work_persistence_of_memory,記憶の固執,The Persistence of Memory,artist_salvador_dali,1931,,,painting,surrealism,modern_mid_20c,溶ける時計で時間の確かさを崩し、夢の論理を現実へ侵入させた。静かな風景が不気味に澄み、思考の足場が揺らぐ。,,
work_knight_death_and_devil,騎士と死と悪魔,"Knight, Death and the Devil",artist_albrecht_durer,1513,,,printmaking,,renaissance,不穏な道を進む騎士を、細密な線で圧倒的に刻んだ銅版画。恐怖の象徴に囲まれても進む姿が、意志の寓意として読まれる。,,
work_plum_estate_kameido,亀戸梅屋敷,Kameido Plum Estate|Kameido Umeyashiki,artist_utagawa_hiroshige,1857,,,printmaking,ukiyo_e,modern_19c,太い梅の幹を大胆に前景化し、奥の景色を覗き込む構図で季節感を強調した。近景と遠景の飛躍が、視線の遊びを生む。,,
work_weeping_woman,泣く女,Weeping Woman,artist_pablo_picasso,1937,,,painting,cubism,modern_mid_20c,悲嘆を破片の顔として描き、感情を鋭利な形へ変換した。涙が結晶のように硬く、痛みが止まらない。,,
work_galatea_of_the_spheres,球体のガラテア,Galatea of the Spheres,artist_salvador_dali,1952,,,painting,surrealism,modern_mid_20c,顔を球体の集合として分解し、科学的想像力で肖像を再構成した。崩れているのに保たれ、現実が粒子へ変わる。,,
work_the_milkmaid,牛乳を注ぐ女,The Milkmaid,artist_johannes_vermeer,,1658,1660,oil_painting,,baroque,家事の動作を、宝石のような光で満たした室内画。パン屑や陶器の質感まで丁寧に描き、日常が静かな崇高さへ変わる。,,
work_the_colossus_goya,巨人,The Colossus,artist_francisco_goya,,1808,1812,painting,romanticism,modern_19c,遠景の巨人と逃げ惑う群衆で、時代の恐怖を象徴化した。正体が曖昧なほど不安が増し、歴史が悪夢の輪郭を持つ。,,
work_kiyomizu_temple_kyoto,京都 清水寺,Kiyomizu Temple in Kyoto,artist_utagawa_hiroshige,1858,,,printmaking,ukiyo_e,modern_19c,高台からの眺望と建築の張り出しで、場所のスケール感を鮮やかに示した。空と町の広がりが、巡礼の高揚と結びつく。,,
work_portrait_of_pope_innocent_x,教皇インノケンティウス10世の肖像,Portrait of Pope Innocent X,artist_diego_velazquez,1650,,,oil_painting,,baroque,鋭い眼差しと赤の衣装で権力の緊張を露出させた。威厳の中に疑念があり、人物が生身として怖い。,,
work_portrait_of_pope_julius_ii,教皇ユリウス2世の肖像,Portrait of Pope Julius II,artist_raphael,,1511,1512,painting,,renaissance,権威の衣装よりも沈思の表情を強く描き、統治者の孤独を滲ませた。近い距離が、重い沈黙を生む。,,
work_the_madhouse_goya,狂人の家,The Madhouse,artist_francisco_goya,1812,,,painting,romanticism,modern_19c,閉ざされた空間の異様さを描き、理性の外側にある人間の姿を突きつけた。笑いとも叫びともつかない気配が残る。,,
work_girl_before_a_mirror,鏡の前の少女,Girl Before a Mirror,artist_pablo_picasso,1932,,,painting,,modern_mid_20c,鏡像を別の姿として描き、自己認識の裂け目を可視化した。色の対比が甘さと不穏さを同時に運ぶ。,,
work_venus_at_her_mirror_velazquez,鏡を見るヴィーナス,Venus at her Mirror|Rokeby Venus,artist_diego_velazquez,,1647,1651,oil_painting,,baroque,鏡像を介して視線の関係をねじり、鑑賞者を作品の内側へ巻き込む。肌の柔らかさが、逆に距離の冷たさを残す。,,
work_modern_rome_turner,近代ローマ,Modern Rome – Campo Vaccino,artist_jmw_turner,1839,,,painting,romanticism,modern_19c,古代遺跡と日常の生活を同じ光で包み、歴史の堆積を一枚にした。時間が重なり、都市が記憶の器になる。,,
work_keelmen_heaving_in_coals_by_moonlight,月明かりの石炭運び,Keelmen Heaving in Coals by Moonlight,artist_jmw_turner,1835,,,painting,romanticism,modern_19c,労働の夜景を月光と煙で包み、都市の息づかいを描いた。光が冷たく、産業の気配が風景に沈む。,,
work_the_dog_black_painting,犬,The Dog|El Perro,artist_francisco_goya,,1819,1823,painting,romanticism,modern_19c,広大な空白の中に小さな頭部だけを残し、孤独を極限まで薄めて濃くした。ほとんど何もないのに、感情だけが重く沈む。,,
work_the_hunt_of_the_tiger,虎狩り,The Tiger Hunt,artist_peter_paul_rubens,,1615,1616,oil_painting,,baroque,獣と人間の衝突を密度で押し切り、闘争を視覚の渦へ変えた。毛皮と筋肉の質感が、恐怖の現実味を強める。,,
work_separation_of_light_from_darkness,光と闇の分離,The Separation of Light from Darkness,artist_michelangelo_buonarroti,1512,,,painting,,renaissance,最小限の要素で創造の瞬間を示し、光そのものを主題にした。身体の迫力が、宇宙的な出来事を現実へ引き寄せる。,,
work_kajikazawa_in_kai_province,甲州石班沢,Kajikazawa in Kai Province,artist_katsushika_hokusai,,1830,1832,printmaking,ukiyo_e,modern_19c,波と富士を対置しつつ、漁師の身体感覚を前面に出した。自然の力が日常の仕事と直結し、緊張が静かに続く。,,
work_fortitude_botticelli,剛毅（フォルテッツァ）,Fortitude|Fortezza,artist_sandro_botticelli,,1470,1475,painting,,renaissance,徳の擬人像を静かな威厳で描き、内面の強さを姿勢で語る。豪華さより、沈黙の説得力が残る。,,
work_the_concert_vermeer,合奏,The Concert,artist_johannes_vermeer,1664,,,oil_painting,,baroque,室内楽の場面を、親密さと距離感の両方で捉えた。音が聞こえないはずなのに、人物の配置が旋律のように感じられる。,,
work_houses_of_parliament_series,国会議事堂（連作）,Houses of Parliament series,artist_claude_monet,,1899,1904,painting,impressionism,modern_early_20c,霧と夕光の中で建物を輪郭ではなく色の気配として描いた。都市が溶け、空気が主役になる。,,
work_burning_of_houses_of_lords_and_commons,国会議事堂の火災,The Burning of the Houses of Lords and Commons,artist_jmw_turner,1835,,,painting,romanticism,modern_19c,炎と煙の光が水面に揺れ、都市の災禍が壮観として迫る。美しさが恐ろしく、歴史が火の色で刻まれる。,,
work_black_on_gray_rothko,黒とグレー,Black on Gray,artist_mark_rothko,1969,,,painting,abstract_expressionism,modern_mid_20c,沈んだ色面で視線を受け止め、静けさを極限まで深くした晩年作。光はほとんどなく、残るのは重い呼吸だけだ。,,
work_black_on_maroon,黒とマルーン,Black on Maroon,artist_mark_rothko,1958,,,painting,abstract_expressionism,modern_mid_20c,暗い色の重さが前面に出て、光よりも沈み込みが支配する作品。静けさが深く、視線が吸い込まれるように留まる。,,
work_last_judgment_michelangelo,最後の審判,The Last Judgment,artist_michelangelo_buonarroti,1541,,,painting,,renaissance,壁面に渦巻く人体群像で、救済と恐怖を一気に噴出させた。肉体のうねりが感情の波となり、見る者の足場を揺らす。,,
work_the_last_supper,最後の晩餐,The Last Supper|Il Cenacolo,artist_leonardo_da_vinci,,1495,1498,painting,,renaissance,一瞬の心理の連鎖を、長い卓を舞台に編み上げた壁画。視線と身振りが波のように伝播し、物語が絵画の空間で劇として立ち上がる。,,
work_sacrament_of_the_last_supper_dali,最後の晩餐の秘蹟,The Sacrament of the Last Supper,artist_salvador_dali,1955,,,painting,surrealism,modern_mid_20c,透明な建築空間に晩餐を置き、宗教を数学的な静けさで描いた。神秘が過剰な光として満ち、現実が薄くなる。,,
work_first_abstract_watercolor,最初の抽象水彩,First Abstract Watercolor,artist_wassily_kandinsky,1910,,,watercolor,abstract_art,modern_early_20c,形が確定する前の色と線で、音楽のような感情の流れを描いた。意味は後から追いかけてきて、先に響きだけが残る。,,
work_rhinoceros_durer,犀（さい）,Rhinoceros,artist_albrecht_durer,1515,,,printmaking,,renaissance,実物を見ずに情報から構成したにもかかわらず、強烈な説得力で広まった木版画。イメージが現実を形づくる力を示す歴史的例となった。,,
work_massacre_of_the_innocents_rubens,罪なき幼子の虐殺,Massacre of the Innocents,artist_peter_paul_rubens,,1611,1612,oil_painting,,baroque,肉体が絡み合う混沌で暴力の瞬間を圧縮し、感情を力学として噴出させた。躍動が強いほど、惨劇が重く響く。,,
work_the_three_crosses,三つの十字架,The Three Crosses,artist_rembrandt,1653,,,printmaking,,baroque,光と闇の衝突を版の中で極端化し、受難の場面を嵐のように描いた。線の密度が感情の暴風となり、視線を逃がさない。,,
work_three_musicians,三人の音楽家,Three Musicians,artist_pablo_picasso,1921,,,painting,cubism,modern_early_20c,切り紙のような形で人物を組み立て、音楽の陽気さを構成として示した。平面の重なりがリズムを生み、絵が演奏のように鳴る。,,
work_the_three_graces_rubens,三美神,The Three Graces,artist_peter_paul_rubens,1635,,,oil_painting,,baroque,豊かな肉体を光で包み、生命の肯定として神話を描いた作品。肌の反射が柔らかく連続し、見る者の感覚を温める。,,
work_miho_no_matsubara_hiroshige,三保の松原,Miho no Matsubara,artist_utagawa_hiroshige,,1858,1858,printmaking,ukiyo_e,modern_19c,松並木と海の広がりで、名所の空気を簡潔に掴んだ。余白が風となり、景色が記憶の奥で鳴る。,,
work_woman_with_a_parasol,散歩 日傘をさす女性,Woman with a Parasol|Madame Monet and Her Son,artist_claude_monet,1875,,,painting,impressionism,modern_19c,風を孕む衣装と空の明るさで、一瞬の外光の快さを描いた。視線が上向きに抜け、時間が軽く跳ねる。,,
work_woman_with_a_parasol,散歩、日傘をさす女,Woman with a Parasol|Madame Monet and Her Son,artist_claude_monet,1875,,,painting,impressionism,modern_19c,風に揺れる布と草の匂いが筆致に混ざり、瞬間の外光がそのまま残る。見上げる視点が、空の広さを運ぶ。,,
work_la_loge_renoir,桟敷席,La Loge|The Theatre Box,artist_pierre_auguste_renoir,1874,,,painting,impressionism,modern_19c,観劇の場を舞台に、見られることと見ることの駆け引きを描いた。黒い服と肌の対比が、都会の華やぎと緊張を引き締める。,,
work_four_apostles_durer,四人の使徒,The Four Apostles,artist_albrecht_durer,1526,,,painting,,renaissance,人物の迫力で信仰と理性の緊張を示し、宗教改革期の空気を背負う。視線が強く、沈黙が説得力になる。,,
work_officer_and_laughing_girl,士官と笑う娘,Officer and Laughing Girl,artist_johannes_vermeer,1657,,,oil_painting,,baroque,前景の黒い人物が視界を遮り、密やかな会話の甘さを強める。窓光が画面を支配し、視線のドラマが生まれる。,,
work_spirit_of_the_dead_watching,死霊が見守っている,Spirit of the Dead Watching|Manao tupapau,artist_paul_gauguin,1892,,,painting,post_impressionism,modern_19c,横たわる少女の背後に不安の影を置き、異文化の神話と心理を交差させた。色の対比が恐れを増幅し、視線の緊張が解けない。,,
work_the_spinners,糸紡ぎ（アラクネの寓意）,The Spinners|Las Hilanderas,artist_diego_velazquez,,1657,1660,oil_painting,,baroque,工房の現実と神話の場面を奥で重ね、見る層を二重にした。動きの速さが残り、空気がざわつく。,,
work_the_spinners_velazquez,糸紡ぎ女たち,The Spinners|Las Hilanderas,artist_diego_velazquez,,1657,1658,oil_painting,,baroque,工房の日常風景に神話の層を重ね、現実と寓意を往復させた。前景の動きと奥のタペストリーが、時間の深さを生む。,,
work_the_she_wolf_pollock,雌狼,The She-Wolf,artist_jackson_pollock,1943,,,painting,abstract_expressionism,modern_mid_20c,神話的な獣の気配を抽象化し、原始的な力を画面に封じた。形が揺れ、意味が生まれる手前でざわめく。,,
work_seven_works_of_mercy,慈悲の七つの行い,The Seven Works of Mercy,artist_caravaggio,1607,,,oil_painting,,baroque,都市の夜に慈悲の行為を折り重ね、救済を混沌の中で描いた。複数の物語が同時進行し、光が場を束ねる。,,
work_self_portrait_1500_durer,自画像（1500年）,Self-Portrait 1500,artist_albrecht_durer,1500,,,painting,,renaissance,正面からの視線で自らを聖像のように提示し、芸術家の自意識を更新した。緻密な筆致が髪や肌の質感を彫刻のように際立たせる。,,
work_self_portrait_1630_rembrandt,自画像（1630年）,Self-Portrait (1630),artist_rembrandt,1630,,,oil_painting,,baroque,若い自分の表情を試すように描き、役者のような気配が漂う。自己観察が、光の実験として見える。,,
work_self_portrait_1640_rembrandt,自画像（1640年）,Self-Portrait 1640,artist_rembrandt,1640,,,oil_painting,,baroque,堂々とした姿勢で自らを提示し、画家という存在の自信と計算を示した。衣装の光沢の奥で、眼差しだけが真実味を帯びる。,,
work_self_portrait_1659,自画像（1659年）,Self-Portrait 1659,artist_rembrandt,1659,,,oil_painting,,baroque,老いと誇りが同居する表情を、厚い絵具と影で刻んだ。技巧より存在の重さが前面に出て、視線が長く留まる。,,
work_self_portrait_1669_rembrandt,自画像（1669年）,Self-Portrait (1669),artist_rembrandt,1669,,,oil_painting,,baroque,晩年の眼差しが静かにこちらを受け止め、技巧より存在の重さが前に出る。沈黙が長く続き、絵の前で時間が遅くなる。,,
work_self_portrait_rubens,自画像（ルーベンス）,Self-Portrait,artist_peter_paul_rubens,1623,,,oil_painting,,baroque,威厳と落ち着きを備えた姿で、宮廷画家としての自意識を示した。装いは控えめでも、眼差しが強い統率力を持つ。,,
work_self_portrait_two_circles,自画像（円弧のある背景）,Self-Portrait with Two Circles,artist_rembrandt,,1665,1669,oil_painting,,baroque,老境の自らを、粗い筆触と深い影で描き切った自画像。技巧の誇示ではなく、存在そのものの重さが画面に沈殿する。,,
work_portrait_of_a_young_man_botticelli,若い男の肖像,Portrait of a Young Man,artist_sandro_botticelli,,1483,1485,painting,,renaissance,端正な横顔に近い静けさで、個人の気配を透明に示した。線の美しさが、人格の輪郭として残る。,,
work_woman_writing_a_letter_vermeer,手紙を書く女,Woman Writing a Letter,artist_johannes_vermeer,1665,,,oil_painting,,baroque,筆を止めて見返す視線で、物語の入口だけを示した。机上の物と窓光が、秘密の重さを支える。,,
work_singer_with_a_glove,手袋の歌手,Singer with a Glove,artist_edgar_degas,1878,,,painting,impressionism,modern_19c,舞台の歌手を斜めから捉え、華やかさの裏の疲れを混ぜ込んだ。視線の切り取りが、都市の娯楽を現実へ戻す。,,
work_the_sower_van_gogh,種をまく人,The Sower,artist_vincent_van_gogh,1888,,,painting,post_impressionism,modern_19c,夕陽の大きさと歩幅で労働を神話のように描き、生活の循環を祝福した。色が熱く、時間が進む音がする。,,
work_house_of_the_hanged_man,首吊りの家,The House of the Hanged Man|La Maison du pendu,artist_paul_cezanne,1873,,,painting,post_impressionism,modern_19c,田舎の家並みを、粗い筆触と色の面で組み上げた初期の代表作。風景が感覚の写しではなく、構造物として見えてくる。,,
work_annunciation_leonardo,受胎告知,Annunciation,artist_leonardo_da_vinci,,1472,1475,painting,,renaissance,静謐な庭園に降りる知らせを、遠近法と細密な自然描写で支えた初期作。宗教的主題を現実の空気に接続しようとする意志が見える。,,
work_luncheon_of_the_boating_party,舟遊びの昼食,Luncheon of the Boating Party|Le Déjeuner des canotiers,artist_pierre_auguste_renoir,1881,,,painting,impressionism,modern_19c,テラスに集う仲間たちの会話や視線を、柔らかな色で束ねた群像画。陽気さの裏に親密な関係の温度が漂う。,,
work_elevation_of_the_cross,十字架の架上げ,The Elevation of the Cross,artist_peter_paul_rubens,,1610,1611,oil_painting,,baroque,斜めに持ち上がる十字架の力学で、肉体の重量と信仰の劇を同時に描いた。筋肉の連鎖が画面全体を駆動し、激情が形になる。,,
work_descent_from_the_cross_rubens,十字架降下,The Descent from the Cross,artist_peter_paul_rubens,,1612,1614,oil_painting,,baroque,白い布の滑りと身体の重さで、哀悼の場面を触覚的に構成した。光が人物の連帯を結び、悲しみが共同体の行為として示される。,,
work_primavera_botticelli,春（プリマヴェーラ）,Primavera,artist_sandro_botticelli,1482,,,painting,,renaissance,人物群を庭園に並べ、愛と季節の寓意を舞踏のように展開した。意味が多層で、見るほどに物語が増殖する。,,
work_st_jerome_in_his_study,書斎の聖ヒエロニムス,Saint Jerome in His Study,artist_albrecht_durer,1514,,,printmaking,,renaissance,静かな室内に光を流し込み、学問と祈りの集中を描いた。小道具の緻密さが、時間の厚みを作る。,,
work_the_fortune_teller,女占い師,The Fortune Teller,artist_caravaggio,1594,,,oil_painting,,baroque,手相を見る仕草に盗みを潜ませ、甘さと危うさを同時に描いた。光が肌を撫で、騙しの気配を際立たせる。,,
work_the_procuress_vermeer,女衒（ぜげん）,The Procuress,artist_johannes_vermeer,1656,,,oil_painting,,baroque,取引の場を露骨な視線と金銭で描き、室内画の甘さを断ち切った。光の美しさが、逆に場の生々しさを強める。,,
work_amor_vincit_omnia,勝利の愛,Amor Vincit Omnia|Love Conquers All,artist_caravaggio,1602,,,oil_painting,,baroque,悪戯っぽい愛の神が象徴物を踏みつけ、権威を軽やかに転倒させる。肉体の光が挑発となり、寓意が生々しい。,,
work_the_evening_star_turner,宵の明星,The Evening Star,artist_jmw_turner,1830,,,painting,romanticism,modern_19c,静かな川面と薄明の空で、光が消える直前の気配を捉えた。輪郭が柔らかく、沈黙が広がる。,,
work_small_cowper_madonna,小さなカウパーの聖母,Small Cowper Madonna,artist_raphael,1505,,,painting,,renaissance,親密な抱擁を端正な空間に置き、日常の温度で聖性を描いた。柔らかな輪郭が、視線を静かに留める。,,
work_the_little_street,小路,The Little Street,artist_johannes_vermeer,1658,,,oil_painting,,baroque,家並みの質感と生活の気配を、驚くほど静かに描いた。大きな事件のない風景が、時間そのものの記憶になる。,,
work_the_elephants_dali,象,The Elephants,artist_salvador_dali,1948,,,painting,surrealism,modern_mid_20c,細長い脚で巨大な象を支え、重さと軽さの矛盾を夢の記号にした。砂漠の静けさが不条理を際立たせ、世界が幻の舞台になる。,,
work_snow_storm_steam_boat,蒸気船の吹雪,Snow Storm: Steam-Boat off a Harbour’s Mouth,artist_jmw_turner,1842,,,painting,romanticism,modern_19c,渦巻く嵐の中心に船を置き、視界が崩壊する体験をそのまま画面化した。自然の圧倒が抽象へ近づき、感情が風景を飲み込む。,,
work_snow_storm_steam_boat,蒸気船の雪嵐,Snow Storm: Steam-Boat off a Harbour’s Mouth,artist_jmw_turner,1842,,,painting,romanticism,modern_19c,渦巻く嵐の中心に船を飲み込ませ、自然の暴力を絵具の回転として示した。視界が乱れ、体感として恐怖が来る。,,
work_the_syndics,織物商組合の見本検査官たち,The Syndics|The Sampling Officials,artist_rembrandt,1662,,,oil_painting,,baroque,集団肖像を「今こちらを見た」瞬間として描き、視線が画面外へ突き刺さる。権威が静かに立ち上がる。,,
work_the_syndics,織物組合の幹部たち,The Syndics of the Drapers’ Guild,artist_rembrandt,1662,,,oil_painting,,baroque,こちらを見返す視線の連鎖で、集団肖像を生きた会議の瞬間に変えた。沈黙が破られる直前の緊張が、光の中に定着する。,,
work_allegory_of_faith,信仰の寓意,Allegory of Faith,artist_johannes_vermeer,1670,,,oil_painting,,baroque,象徴的な小道具で信仰を構成し、室内画の語彙を寓意へ広げた。日常の光が、観念の舞台を照らす。,,
work_girl_with_a_pearl_earring,真珠の耳飾りの少女,Girl with a Pearl Earring,artist_johannes_vermeer,,1665,1667,oil_painting,,baroque,振り向く一瞬を、柔らかな光と暗闇の対比で永遠に固定した。瞳の潤いと真珠の反射が、呼吸の気配まで連れてくる。,,
work_woman_with_a_pearl_necklace,真珠の首飾りの女,Woman with a Pearl Necklace,artist_johannes_vermeer,1664,,,oil_painting,,baroque,身支度の私的な時間を、鏡と光で静かに閉じ込めた。装飾品の輝きが、内面の揺れを逆に際立てる。,,
work_day_of_the_god,神の日,Day of the God,artist_paul_gauguin,1894,,,painting,post_impressionism,modern_19c,海辺の場面に神話的象徴を重ね、現実が寓意へ滑り込む。色が濃く、時間が夢の方向へ曲がる。,,
work_great_wave_off_kanagawa,神奈川沖浪裏,The Great Wave off Kanagawa|Great Wave|Kanagawa oki nami ura,artist_katsushika_hokusai,,1831,1833,printmaking,ukiyo_e,modern_19c,巨大な波のうねりに富士を対置し、自然の力と人の小ささを一瞬に凝縮した。鋭い曲線と遠近の妙が、世界的な視覚アイコンとして定着した。,,
work_mystic_nativity,神秘の降誕,Mystic Nativity,artist_sandro_botticelli,1500,,,painting,,renaissance,終末観と救済の歓喜を同時に描き、甘美さだけではない宗教感情を示した。踊る天使たちの輪が、祈りの渦として画面を締める。,,
work_woman_with_a_water_jug,水差しを持つ女,Woman with a Water Jug,artist_johannes_vermeer,1662,,,oil_painting,,baroque,窓の光の中で水差しを扱う動作が、浄化のような静けさを生む。何気ない手つきが、時間を澄ませる。,,
work_fireflies_on_the_water_kusama,水上の蛍,Fireflies on the Water,artist_yayoi_kusama,2002,,,installation,contemporary_art,contemporary,暗い空間に光点が浮かび、鏡で増殖して感覚が無限へ伸びる。足元の水と光が揺れ、身体の輪郭が曖昧になる。,,
work_the_bathers_fragonard,水浴,The Bathers,artist_jean_honore_fragonard,,1765,1765,oil_painting,,rococo,水辺の身体を柔らかな筆致で包み、官能が空気のように広がる。輪郭が溶け、時間が緩む。,,
work_tahitian_women_bathing,水浴するタヒチ女,Tahitian Women Bathing,artist_paul_gauguin,1892,,,painting,post_impressionism,modern_19c,日常の水浴が神話のような静けさを帯び、身体が風景に溶ける。楽園の明るさに、少し影が混ざる。,,
work_bathsheba_at_her_bath,水浴するバテシバ,Bathsheba at Her Bath,artist_rembrandt,1654,,,oil_painting,,baroque,神話や物語よりも、ためらいの表情に焦点を当てた人物画。肌の質感が生々しく、倫理の葛藤が手紙の重さとして伝わる。,,
work_bathsheba_at_her_bath,水浴するバトシェバ,Bathsheba at Her Bath,artist_rembrandt,1654,,,oil_painting,,baroque,肌の重さと表情の迷いで物語を内面へ引き込み、判断の苦さが残る。光が優しいほど、心が痛い。,,
work_the_bathing_girl_fragonard,水浴する女,The Bathing Girl|La Baigneuse,artist_jean_honore_fragonard,1765,,,oil_painting,,rococo,肌と水のきらめきを軽い筆致で描き、官能を空気のように漂わせた。即興性が生々しく、視線が触覚になる。,,
work_the_bathers_renoir,水浴する女たち,The Bathers|Les Baigneuses,artist_pierre_auguste_renoir,,1918,1919,painting,,modern_early_20c,晩年の滑らかな筆致で肉体を明るく描き、古典的主題を快楽として復活させた。形が丸く、空気が甘い。,,
work_water_lilies_monet,睡蓮,Water Lilies|Nymphéas|Les Nymphéas,artist_claude_monet,,1914,1926,painting,impressionism,modern_early_20c,池の水面をモチーフに、空と水と光の境界を溶かし込んだ連作。視点が漂い、風景がほとんど抽象として迫ってくる。,,
work_the_star_degas,星,The Star|L’Étoile,artist_edgar_degas,1878,,,painting,impressionism,modern_19c,スポットライトの中の踊り子を、舞台裏の気配ごと切り取った。華やかさの陰に緊張が残り、観客の視線が作品の主題として浮かぶ。,,
work_the_starry_night,星月夜,The Starry Night,artist_vincent_van_gogh,1889,,,painting,post_impressionism,modern_19c,渦巻く夜空を強い筆致で描き、風景を感情の運動へ変えた。静かな村の灯りと天体の奔流が同居し、内面が景色になる。,,
work_joy_of_life,生きる歓び,Le Bonheur de Vivre|The Joy of Life,artist_henri_matisse,,1905,1906,painting,fauvism,modern_early_20c,色の強さで楽園を作り、身体が踊りとして配置される。理屈より先に快感が来て、空気が甘くなる。,,
work_joy_of_life,生きる喜び,Le Bonheur de vivre|The Joy of Life,artist_henri_matisse,,1905,1906,painting,fauvism,modern_early_20c,裸体群像と風景を装飾的な色で統合し、楽園の感覚を平面として提示した。形よりもリズムが先に立ち、絵が音楽のように響く。,,
work_temptation_of_st_anthony_dali,聖アントニウスの誘惑,The Temptation of Saint Anthony,artist_salvador_dali,1946,,,painting,surrealism,modern_mid_20c,細い脚の怪物たちが誘惑として迫り、信仰の脆さを異様な構図で示した。重い欲望が軽々と宙を歩く。,,
work_virgin_and_child_with_st_anne,聖アンナと聖母子,The Virgin and Child with Saint Anne,artist_leonardo_da_vinci,,1503,1519,painting,,renaissance,世代の連なりを柔らかな陰影で包み、触れ合いの中に静かな重力を与えた。輪郭が溶けるほど、関係性の温度が濃くなる。,,
work_st_george_and_the_dragon_raphael,聖ゲオルギウスと竜,St. George and the Dragon,artist_raphael,1506,,,painting,,renaissance,決定的瞬間を小さな画面に凝縮し、躍動と秩序を両立させた。英雄譚が、優雅な運動として見える。,,
work_the_stoning_of_st_stephen,聖ステファヌスの石打ち,The Stoning of Saint Stephen,artist_rembrandt,1625,,,oil_painting,,baroque,群衆の暴力と聖性の対比を、若き日の勢いで描いた初期作。感情の渦の中に、すでに光の劇が芽生える。,,
work_incredulity_of_st_thomas,聖トマスの不信,The Incredulity of Saint Thomas,artist_caravaggio,,1601,1602,oil_painting,,baroque,指先が傷口へ触れる瞬間を生々しく描き、信仰を身体感覚へ引き下ろした。闇の中の光が、真実の残酷さを際立たせる。,,
work_incredulity_of_st_thomas,聖トマスの不信,The Incredulity of Saint Thomas,artist_caravaggio,,1601,1602,oil_painting,,baroque,傷口へ指が入る近さで信仰を物理に落とし、確かめる欲望がむき出しになる。光が肉体の現実を刺す。,,
work_conversion_of_st_paul,聖パウロの回心,The Conversion on the Way to Damascus,artist_caravaggio,,1600,1601,oil_painting,,baroque,倒れた身体と馬の重さで、劇的転回を地面の出来事として描いた。奇跡が天からではなく、接地面から来る。,,
work_crucifixion_of_st_peter,聖ペテロの磔刑,Crucifixion of Saint Peter,artist_caravaggio,1601,,,oil_painting,,baroque,逆さの十字架を持ち上げる肉体の重労働で、殉教を現実の重量へ変えた。英雄的ではなく、人間の苦しみが中心にある。,,
work_martyrdom_of_st_matthew,聖マタイの殉教,The Martyrdom of Saint Matthew,artist_caravaggio,1600,,,oil_painting,,baroque,暴力が発生する瞬間を群像で押し込み、恐怖と混乱を同じ光で照らした。視線が散らされ、場の息が荒くなる。,,
work_calling_of_st_matthew,聖マタイの召命,The Calling of Saint Matthew|Vocazione di San Matteo,artist_caravaggio,,1599,1600,oil_painting,,baroque,暗闇を切り裂く光で、召命の瞬間を日常の場に引き寄せた。指差しと視線だけで物語が動き、宗教画のリアリティを刷新した。,,
work_christ_of_saint_john_of_the_cross,聖ヨハネの十字架のキリスト,Christ of Saint John of the Cross,artist_salvador_dali,1951,,,painting,surrealism,modern_mid_20c,俯瞰の視点で十字架を捉え、宗教画を異様に冷静な空間へ置いた。劇的な血の表現を避け、形の絶対性で崇高さを立ち上げる。,,
work_the_marriage_of_the_virgin_raphael,聖母の結婚,The Marriage of the Virgin|Lo Sposalizio,artist_raphael,1504,,,painting,,renaissance,中央建築へ人々の動きを収束させ、儀式を空間の秩序として描いた。遠近法が祝祭の静けさを支え、物語が端正に立ち上がる。,,
work_death_of_the_virgin,聖母の死,The Death of the Virgin,artist_caravaggio,1606,,,oil_painting,,baroque,理想化を拒み、死の現実を室内の重い空気として描いた。嘆きの群像が日常の悲しみに近づき、宗教画の規範を揺らす。,,
work_madonna_of_the_chair,聖母子（椅子の聖母）,Madonna of the Chair|Madonna della Seggiola,artist_raphael,1514,,,painting,,renaissance,抱きしめる輪郭が円の中で閉じ、親密さが強く凝縮される。視線の近さが、祈りを身体感覚にする。,,
work_the_blue_rigi,青いリギ山,The Blue Rigi,artist_jmw_turner,1842,,,watercolor,romanticism,modern_19c,山の輪郭を溶かす光で、風景を気配の層として描いた。透明な色が重なり、静けさがそのまま発光する。,,
